期货代码,期货名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
PM511,普麦511,-,-,-,-,-,-,0.0,-,-,-,-,3122.0,-,-,115.PM511,郑商所,2024-11-29 21:00:00,2024-11-29
PM509,普麦509,-,-,-,-,-,-,0.0,-,-,-,-,3122.0,-,-,115.PM509,郑商所,2024-11-29 21:00:00,2024-11-29
PM507,普麦507,-,-,-,-,-,-,0.0,-,-,-,-,3122.0,-,-,115.PM507,郑商所,2024-11-29 21:00:00,2024-11-29
PM505,普麦505,-,-,-,-,-,-,0.0,-,-,-,-,3122.0,-,-,115.PM505,郑商所,2024-11-29 21:00:00,2024-11-29
PM503,普麦503,-,-,-,-,-,-,0.0,-,-,-,-,3122.0,-,-,115.PM503,郑商所,2024-11-29 21:00:00,2024-11-29
PM501,普麦501,-,-,-,-,-,-,0.0,-,-,-,-,3122.0,-,-,115.PM501,郑商所,2024-11-29 21:00:00,2024-11-29
PF511,短纤511,-,-,-,-,-,-,0.0,-,-,-,-,6942.0,-,-,115.PF511,郑商所,2024-11-29 22:59:58,2024-11-29
PF510,短纤510,-,-,-,-,-,-,0.0,-,-,-,-,6962.0,-,-,115.PF510,郑商所,2024-11-29 22:59:55,2024-11-29
PF506,短纤506,-,-,-,-,-,-,0.0,-,-,-,-,6894.0,-,-,115.PF506,郑商所,2024-11-29 22:59:56,2024-11-29
PF412,短纤412,-,-,-,-,-,-,0.0,-,-,-,-,6826.0,-,-,115.PF412,郑商所,2024-11-29 23:00:00,2024-11-29
LRS,晚籼稻次主连,-,-,-,-,-,-,0.0,-,-,-,-,2360.0,-,-,115.LRS,郑商所,2024-11-29 21:00:00,2024-11-29
LRM,晚籼稻主连,-,-,-,-,-,-,0.0,-,-,-,-,2360.0,-,-,115.LRM,郑商所,2024-11-29 21:00:00,2024-11-29
LR511,晚籼稻511,-,-,-,-,-,-,0.0,-,-,-,-,2360.0,-,-,115.LR511,郑商所,2024-11-29 21:00:00,2024-11-29
LR509,晚籼稻509,-,-,-,-,-,-,0.0,-,-,-,-,2360.0,-,-,115.LR509,郑商所,2024-11-29 21:00:00,2024-11-29
LR507,晚籼稻507,-,-,-,-,-,-,0.0,-,-,-,-,2360.0,-,-,115.LR507,郑商所,2024-11-29 21:00:00,2024-11-29
LR505,晚籼稻505,-,-,-,-,-,-,0.0,-,-,-,-,2360.0,-,-,115.LR505,郑商所,2024-11-29 21:00:00,2024-11-29
LR503,晚籼稻503,-,-,-,-,-,-,0.0,-,-,-,-,2360.0,-,-,115.LR503,郑商所,2024-11-29 21:00:00,2024-11-29
LR501,晚籼稻501,-,-,-,-,-,-,0.0,-,-,-,-,2360.0,-,-,115.LR501,郑商所,2024-11-29 21:00:00,2024-11-29
JRS,粳稻次主连,-,-,-,-,-,-,0.0,-,-,-,-,2662.0,-,-,115.JRS,郑商所,2024-11-29 21:00:00,2024-11-29
JRM,粳稻主连,-,-,-,-,-,-,0.0,-,-,-,-,2662.0,-,-,115.JRM,郑商所,2024-11-29 21:00:00,2024-11-29
JR511,粳稻511,-,-,-,-,-,-,0.0,-,-,-,-,2662.0,-,-,115.JR511,郑商所,2024-11-29 21:00:00,2024-11-29
JR509,粳稻509,-,-,-,-,-,-,0.0,-,-,-,-,2662.0,-,-,115.JR509,郑商所,2024-11-29 21:00:00,2024-11-29
JR507,粳稻507,-,-,-,-,-,-,0.0,-,-,-,-,2662.0,-,-,115.JR507,郑商所,2024-11-29 21:00:00,2024-11-29
JR505,粳稻505,-,-,-,-,-,-,0.0,-,-,-,-,2662.0,-,-,115.JR505,郑商所,2024-11-29 21:00:00,2024-11-29
JR503,粳稻503,-,-,-,-,-,-,0.0,-,-,-,-,2662.0,-,-,115.JR503,郑商所,2024-11-29 21:00:00,2024-11-29
JR501,粳稻501,-,-,-,-,-,-,0.0,-,-,-,-,2662.0,-,-,115.JR501,郑商所,2024-11-29 21:00:00,2024-11-29
FG507,玻璃507,0.0,1444.0,1449.0,1439.0,1443.0,0.0,-,-,-,87,2510820.0,1447.0,-,-,115.FG507,郑商所,2024-11-29 22:59:57,2024-11-29
FG412,玻璃412,-,-,-,-,-,-,0.0,-,-,-,-,1259.0,-,-,115.FG412,郑商所,2024-11-29 22:59:58,2024-11-29
CY511,棉纱511,-,-,-,-,-,-,0.0,-,-,-,-,20145.0,-,-,115.CY511,郑商所,2024-11-29 22:18:27,2024-11-29
CY510,棉纱510,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,115.CY510,郑商所,2024-11-29 22:59:48,2024-11-29
CY509,棉纱509,-,-,-,-,-,-,0.0,-,-,-,-,20030.0,-,-,115.CY509,郑商所,2024-11-29 22:59:59,2024-11-29
CY508,棉纱508,-,-,-,-,-,-,0.0,-,-,-,-,20600.0,-,-,115.CY508,郑商所,2024-11-29 22:59:46,2024-11-29
CY507,棉纱507,-,-,-,-,-,-,0.0,-,-,-,-,20795.0,-,-,115.CY507,郑商所,2024-11-29 22:59:58,2024-11-29
CY506,棉纱506,-,-,-,-,-,-,0.0,-,-,-,-,19800.0,-,-,115.CY506,郑商所,2024-11-29 22:59:46,2024-11-29
CY504,棉纱504,-,-,-,-,-,-,0.0,-,-,-,-,19875.0,-,-,115.CY504,郑商所,2024-11-29 22:59:46,2024-11-29
CY502,棉纱502,-,-,-,-,-,-,0.0,-,-,-,-,19470.0,-,-,115.CY502,郑商所,2024-11-29 22:59:58,2024-11-29
CY412,棉纱412,-,-,-,-,-,-,0.0,-,-,-,-,19735.0,-,-,115.CY412,郑商所,2024-11-29 21:00:00,2024-11-29
l2510,塑料2510,-0.01,8081.0,8081.0,8077.0,8077.0,-1.0,-,-,-,3,121175.0,8082.0,-,-,114.l2510,大商所,2024-11-29 22:59:55,2024-11-29
SR511,白糖511,-0.02,5925.0,5930.0,5911.0,5930.0,-1.0,-,-,-,15,888900.0,5951.0,-,-,115.SR511,郑商所,2024-11-29 22:59:51,2024-11-29
sc2503,原油2503,-0.02,523.9,529.0,522.1,526.6,-0.1,-,1.51,-,1988,1046096800.0,525.6,-,-,142.sc2503,上海能源期货交易所,2024-11-30 02:30:00,2024-11-29
PK511,花生511,-0.02,8488.0,8502.0,8486.0,8492.0,-2.0,-,-,-,8,339680.0,8504.0,-,-,115.PK511,郑商所,2024-11-29 21:00:00,2024-11-29
a2507,豆一2507,-0.03,3961.0,3961.0,3940.0,3947.0,-1.0,-,1.99,-,474,18704660.0,3953.0,-,-,114.a2507,大商所,2024-11-29 23:00:00,2024-11-29
am,豆一主连,-0.03,3906.0,3915.0,3880.0,3898.0,-1.0,-,1.53,-,40530,1578444020.0,3898.0,-,-,114.am,大商所,2024-11-29 23:00:00,2024-11-29
a2501,豆一2501,-0.03,3906.0,3915.0,3880.0,3898.0,-1.0,-,1.53,-,40530,1578444020.0,3898.0,-,-,114.a2501,大商所,2024-11-29 23:00:00,2024-11-29
AP510,苹果510,-0.03,7734.0,7750.0,7685.0,7728.0,-2.0,-,-,-,100,7725000.0,7719.0,-,-,115.AP510,郑商所,2024-11-29 21:00:00,2024-11-29
ru2506,橡胶2506,-0.03,18235.0,18330.0,18235.0,18270.0,-5.0,-,0.33,-,39,7142800.0,18205.0,-,-,113.ru2506,上期所,2024-11-29 23:00:00,2024-11-29
051106,TF2506,-0.03,105.515,105.64,105.47,105.62,-0.03,-,2.04,-,2401,2534280650.0,105.545,1055150,-,8.051106,中金所,2024-11-29 15:26:27,2024-11-29
050122,TF隔季连续,-0.03,105.515,105.64,105.47,105.62,-0.03,-,2.04,-,2401,2534280650.0,105.545,1055150,-,8.050122,中金所,2024-11-29 15:26:27,2024-11-29
051103,TF2503,-0.03,105.515,105.64,105.47,105.6,-0.035,-,0.94,-,49582,52336811200.0,105.55,1055150,-,8.051103,中金所,2024-11-29 15:26:27,2024-11-29
050130,TF主力合约,-0.03,105.515,105.64,105.47,105.6,-0.035,-,0.92,-,49582,52336811200.0,105.55,1055150,-,8.050130,中金所,2024-11-29 15:26:27,2024-11-29
050121,TF下季连续,-0.03,105.515,105.64,105.47,105.6,-0.035,-,0.94,-,49582,52336811200.0,105.55,1055150,-,8.050121,中金所,2024-11-29 15:26:27,2024-11-29
m2412,豆粕2412,-0.03,2889.0,2890.0,2879.0,2890.0,-1.0,-,0.12,-,100,2887960.0,2881.0,-,-,114.m2412,大商所,2024-11-29 22:58:29,2024-11-29
l2506,塑料2506,-0.04,8111.0,8111.0,8111.0,8111.0,-3.0,-,-,-,1,40555.0,8118.0,-,-,114.l2506,大商所,2024-11-29 22:59:59,2024-11-29
MA503,甲醇503,-0.04,2602.0,2620.0,2601.0,2620.0,-1.0,-,0.5,-,420,10953600.0,2610.0,-,-,115.MA503,郑商所,2024-11-29 22:59:58,2024-11-29
jms,焦煤次主连,-0.04,1288.5,1293.5,1283.0,1287.0,-0.5,-,1.0,-,8383,648018270.0,1288.5,-,-,114.jms,大商所,2024-11-29 22:59:59,2024-11-29
jm2505,焦煤2505,-0.04,1288.5,1293.5,1283.0,1287.0,-0.5,-,1.0,-,8383,648018270.0,1288.5,-,-,114.jm2505,大商所,2024-11-29 22:59:59,2024-11-29
AP511,苹果511,-0.04,7577.0,7577.0,7542.0,7542.0,-3.0,-,-,-,8,605120.0,7580.0,-,-,115.AP511,郑商所,2024-11-29 21:00:00,2024-11-29
cs,玉米次主连,-0.04,2247.0,2253.0,2242.0,2244.0,-1.0,-,0.71,-,23710,533004630.0,2247.0,-,-,114.cs,大商所,2024-11-29 23:00:00,2024-11-29
c2505,玉米2505,-0.04,2247.0,2253.0,2242.0,2244.0,-1.0,-,0.69,-,23710,533004630.0,2247.0,-,-,114.c2505,大商所,2024-11-29 23:00:00,2024-11-29
c2503,玉米2503,-0.05,2197.0,2199.0,2167.0,2167.0,-1.0,-,1.12,-,36029,790146470.0,2193.0,-,-,114.c2503,大商所,2024-11-29 23:00:00,2024-11-29
